Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 No","13132.183","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 No","28129.029","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 No","43278.151","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 No","21693.003","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 No","21585.15","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 No","13300.642","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 No","28525.534","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 No","43933.426","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 No","22026.675","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 No","21906.754","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 No","13464.606","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 No","28919.183","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","44491.724","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 No","22307.798","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 No","22183.927","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 No","13623.859","X","Figure from international organizations",""
"OA","Annual population","009","Oceania","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 No","29309.513","X","Figure from international organizations",""
